#,At the beginning of the pandemic did you work or study?,Family,Friends,Pets,Roommates,People I didn't know,Alone,How many people did you live with in that period?,Bored,Stressed,Free,Optimistic,Peaceful,Lonely,Disappointed,Frustrated,Threatened,Before covid,During covid,Bored,Stressed,Excited,Hopeful,Peaceful,Lonely,Vulnerable,Disappointed,Anxious,Mask mandate,Lockdown,Closing Workplace/University,Vaccination pass,Social distancing,Quarantine,Mask mandate,Lockdown,Closing Workplace/University,Vaccination pass,Social distancing,Quarantine,Proud,Optimistic,Indifferent,Vulnerable,Disappointed,Hostile,Threatened,Anxious,Free,No,"Yes, in 2020","Yes, in 2021","Yes, in 2022",Stressed,Optimistic,Peaceful,Lonely,Vulnerable,Disappointed,Frustrated,Anxious,Threatened,1 before COVID-19?,2 before COVID-19?,3 before COVID-19?,4 before COVID-19?,5 before COVID-19?,6 before COVID-19?,1 during COVID-19?,2 during COVID-19?,3 during COVID-19?,4 during COVID-19?,5 during COVID-19?,6 during COVID-19?,Main Income,Bored,Stressed,Free,Proud,Optimistic,Lonely,Disappointed,Frustrated,Anxious,Did your studying situation changed during COVID-19?,Change in personal interests,Change in learning modes,Family / Friends / Advisors Influence,Low grades,Better Career Prospects,Economic Difficulties,Started working,Other / I prefer not to answer,How would you describe your job?,"In your daily job, do you work directly with the public?",Free,Aggresive,Frustrated,Disappointed,Vulnerable,Lonely,Optimistic,enthusiastic,stressed,Did your professional situation change during COVID-19?,Why did your professional situation change?,Meeting a small group of friends (2-6 people),"Going to public places (cinemas, theaters, restaurants, gym)",Taking public transportation,Going to a crowded event outdoors,Meeting a small group of friends (2-6 people),"Going to public places (cinemas, theaters, restaurants, gym)",Taking public transportation,Going to a crowded event outdoors,Do you feel you have gone back to your “normality”?,What is your job sector?,What is your major?,What is your gender?,How old are you now?,Where did you grow up?,What is your ethnicity?,Which of these emotions do you associate with COVID-19?
IT,Study,Family,,,,,,2,,,,Optimistic,,,,,,Weekly,Daily,,,Vulnerable,,Peaceful,,Excited,,,4,4,4,4,4,4,3,3,4,4,4,4,,,,,Disappointed,,Threatened,,,No,,,,,,,,,,,,,Physical health,Mental health,Spirituality,Career & Finances,Family,Relationships,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Family,,,Free,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,4,4,4,4,7,,Ingegneria e tecnologia,Female,24-30,I've always lived in Milan,Other / I prefer not to answer,
IT,Study,Family,,,,,,1,,Stressed,,Optimistic,,,,,Anxious,Daily,Daily,Anxious,Disappointed,,,,,,Stressed,,2,2,2,1,2,2,1,1,1,1,1,1,Free,Optimistic,,,,,,,Free,,"Yes, in 2020",,,,,,,,,,Anxious,,Mental health,Family,Physical health,Relationships,Career & Finances,Spirituality,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Family,,,,,,,Disappointed,Frustrated,Anxious,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,4,,Ingegneria e tecnologia,Female,20-24,I've always lived in Milan,White,
IT,Study,Family,,Pets,,,,,,Stressed,,,Peaceful,,,,,Weekly,Weekly,Anxious,Disappointed,,,,,,,,4,5,4,5,5,5,4,2,2,5,5,5,,,,,Disappointed,,Threatened,,,,"Yes, in 2020",,,,,,Lonely,,,Frustrated,,,Family,Physical health,Mental health,Career & Finances,Relationships,Spirituality,Family,Physical health,Relationships,Mental health,Career & Finances,Spirituality,Family,,,,,,,Disappointed,Frustrated,Anxious,No,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,4,4,4,3,7,,Ingegneria e tecnologia,Female,20-24,I am Italian,White,
IT,Study,Family,Friends,,,,,3,Bored,Stressed,,,,,Frustrated,,,Weekly,Daily,,,,,,Optimistic,Excited,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,Hostile,Threatened,,,,,"Yes, in 2021",,Stressed,,,,Vulnerable,,,,,Mental health,Career & Finances,Physical health,Family,Relationships,Spirituality,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,Family,,Stressed,,,,Lonely,,,Anxious,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,5,4,4,4,8,,Ingegneria e tecnologia,Male,24-30,I am Italian,White,
IT,Study,Family,,,,,,3,Bored,,,Optimistic,Peaceful,,,,,Daily,Daily,,,Vulnerable,,Peaceful,,,Stressed,,4,4,4,4,4,4,3,4,4,3,3,4,,,Indifferent,,Disappointed,,,,,,"Yes, in 2020",,,,Optimistic,Peaceful,,,,,,,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Family,,,Free,Proud,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,3,4,5,5,2,5,9,,Ingegneria e tecnologia,Male,18-20,I am Italian,White,
IT,Work,Family,,,,,,4,,Stressed,,,,,Frustrated,Threatened,,Daily,Daily,,Disappointed,,Lonely,,,,Stressed,,5,5,5,5,5,5,3,2,2,5,5,5,,,,,Disappointed,Hostile,Threatened,,,,,,"Yes, in 2022",,,Peaceful,Lonely,,,,,,Physical health,Mental health,Career & Finances,Relationships,Family,Spirituality,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,,,,,,,,,,,,,,,,,,,,Not able to work,0,,Aggresive,,,Vulnerable,,,,Stressed,Other / I prefer not to answer,,5,5,3,5,5,5,5,5,9,Other / I prefer not to answer,,Male,18-20,I am Italian,White,
IT,Study,Family,,,,,,3,,,,Optimistic,Peaceful,,,,,Daily,Daily,,,,,Peaceful,,,,,5,5,5,5,5,5,5,3,2,5,5,5,,,,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Family,Bored,,,,,,,Frustrated,,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,5,5,5,3,5,5,5,5,10,,Ingegneria e tecnologia,Male,20-24,I've always lived in Milan,White,
IT,Study,Family,,,,,,3,Bored,,,,Peaceful,,,,,Daily,Daily,Anxious,,,,,,,,,5,5,3,5,5,5,5,4,1,5,4,5,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,,Stressed,,,,,,Frustrated,Anxious,No,,,,,,,,,,,,,,,,,,,,,,3,3,2,1,4,4,3,2,7,,Ingegneria e tecnologia,Female,20-24,I am Italian,White,
IT,Study,Family,,,,,,5,,Stressed,,,,,Frustrated,,,Daily,Daily,,,,,Peaceful,,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,Mental health,Physical health,Relationships,Family,Career & Finances,Spirituality,Mental health,Physical health,Relationships,Family,Career & Finances,Spirituality,Scholarship,,Stressed,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,2,2,3,1,3,4,3,3,7,,Ingegneria e tecnologia,Male,20-24,I've always lived in Milan,White,
IT,Study,Family,,,,,,3,,,,,Peaceful,,Frustrated,,,Daily,Daily,,Disappointed,,Lonely,,,,Stressed,,5,3,4,5,3,5,4,2,2,5,2,5,,,,Vulnerable,,Hostile,,,,,,,"Yes, in 2022",,,Peaceful,,,,,,,Relationships,Family,Mental health,Physical health,Career & Finances,Spirituality,Mental health,Family,Relationships,Physical health,Career & Finances,Spirituality,Family,Bored,Stressed,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,4,3,2,4,5,3,1,4,9,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Daily,,,,,,,,,Bored,4,4,4,4,4,4,4,4,4,4,4,4,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Family,Career & Finances,Mental health,Relationships,Spirituality,Physical health,Family,Relationships,Career & Finances,Mental health,Spirituality,Physical health,Family,,Stressed,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,4,2,2,2,3,,Ingegneria e tecnologia,Female,20-24,I am Italian,White,
IT,Study,Family,,,,,,6,,,,,Peaceful,,,,,Daily,Daily,,,,Lonely,,,,,Bored,5,4,4,4,4,4,5,3,2,4,3,4,,,,,Disappointed,,Threatened,,,,,,"Yes, in 2022",,,,Lonely,,,Frustrated,,,Relationships,Family,Spirituality,Physical health,Mental health,Career & Finances,Family,Spirituality,Relationships,Physical health,Career & Finances,Mental health,Family,,Stressed,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,5,4,3,4,8,,Ingegneria e tecnologia,Female,20-24,I've always lived in Milan,White,
IT,Study,Family,,Pets,,,,,Bored,,,Optimistic,Peaceful,,,,,Daily,Daily,,,Vulnerable,,Peaceful,Optimistic,,,,4,4,4,4,4,4,4,2,3,3,3,3,,,,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,Mental health,Family,Physical health,Relationships,Spirituality,Career & Finances,Mental health,Physical health,Family,Relationships,Spirituality,Career & Finances,Family,,Stressed,,,,Lonely,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,4,4,2,4,4,4,3,4,8,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,2,,Stressed,,,,,Frustrated,,Anxious,Daily,Daily,,,,Lonely,Peaceful,Optimistic,,,,5,3,3,5,4,5,5,3,3,5,4,5,,,,,Disappointed,Hostile,Threatened,,,,,,"Yes, in 2022",Stressed,,,,,,Frustrated,Anxious,,Relationships,Family,Mental health,Physical health,Career & Finances,Spirituality,Relationships,Family,Mental health,Physical health,Career & Finances,Spirituality,Family,,Stressed,,,,,,Frustrated,Anxious,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,4,5,4,4,5,5,5,5,9,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,2,,,,,Peaceful,,,,,Daily,Weekly,,,,,Peaceful,,,,,5,5,5,5,5,5,5,5,3,5,4,4,,,,,Disappointed,Hostile,Threatened,,,,,,"Yes, in 2022",,,Peaceful,,,,,,,Career & Finances,Relationships,Family,Physical health,Mental health,Spirituality,Family,Mental health,Relationships,Physical health,Career & Finances,Spirituality,Family,,,Free,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,8,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,3,Bored,,,,Peaceful,,,,,Daily,Daily,,,,,,Optimistic,,,,5,5,5,5,5,5,5,2,2,5,5,5,,,,,Disappointed,Hostile,Threatened,,,,,,"Yes, in 2022",,Optimistic,Peaceful,,,,,,,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Family,Bored,,,,Optimistic,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,5,3,2,3,5,5,4,5,9,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,3,Bored,,,,,,,,Anxious,Weekly,Daily,,,Vulnerable,,,,Excited,,,5,3,3,5,4,5,4,2,2,5,4,4,,,,,Disappointed,,Threatened,,,No,,,,,,,,,,,,,Family,Physical health,Relationships,Mental health,Career & Finances,Spirituality,Physical health,Family,Mental health,Relationships,Spirituality,Career & Finances,Other / I prefer not to answer,,,,,,Lonely,Disappointed,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,3,3,1,2,5,5,3,3,7,,Ingegneria e tecnologia,Female,20-24,I've always lived in Milan,White,
IT,Study,Family,,,,,,3,,,,,,,Frustrated,Threatened,,Daily,Every 3 months,,,,,,,Excited,,,4,5,1,2,4,5,4,4,2,2,4,5,Free,,,,,,,,Free,No,,,,,,,,,,,,,Family,Career & Finances,Relationships,Physical health,Mental health,Spirituality,Physical health,Family,Career & Finances,Relationships,Mental health,Spirituality,Family,Bored,,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,5,5,4,5,10,,Ingegneria e tecnologia,Female,20-24,I am Italian,White,
IT,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Daily,,,,,Peaceful,,,,,5,4,4,4,5,5,5,4,4,4,5,5,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Relationships,Family,Physical health,Mental health,Career & Finances,Spirituality,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,Family,,,Free,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,4,3,4,5,4,4,4,10,,Ingegneria e tecnologia,Female,18-20,I am Italian,White,
IT,Study,Family,,,,,,3,Bored,,,,,Lonely,Frustrated,,,Daily,Daily,,,,Lonely,,,,Stressed,Bored,5,5,1,2,5,5,3,3,1,1,3,4,,,,,Disappointed,Hostile,,,,,,"Yes, in 2021",,Stressed,,,,,,Frustrated,Anxious,,Relationships,Career & Finances,Family,Mental health,Physical health,Spirituality,Relationships,Career & Finances,Family,Mental health,Physical health,Spirituality,Family,,Stressed,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,10,,Ingegneria e tecnologia,Male,18-20,I am Italian,White,
IT,Study,Family,,,,,,3,Bored,,,,Peaceful,,,,,Daily,Daily,,,,,,Optimistic,,,,5,2,2,1,4,5,4,2,2,1,4,5,,,Indifferent,,,,,,,,,"Yes, in 2021",,,,,,Vulnerable,,,,,Relationships,Career & Finances,Mental health,Physical health,Family,Spirituality,Relationships,Physical health,Career & Finances,Mental health,Family,Spirituality,Family,,Stressed,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,3,3,2,4,4,4,3,5,6,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,3,Bored,Stressed,,,,,Frustrated,,,Daily,Daily,,,,,,Optimistic,Excited,,,5,5,5,5,5,5,5,5,4,5,5,5,,,,,Disappointed,,Threatened,,,,,,"Yes, in 2022",,Optimistic,Peaceful,,,,Frustrated,,,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,Family,Bored,Stressed,,,,,,Frustrated,,Yes because I changed my field of study,,,,,Better Career Prospects,,,,,,,,,,,,,,,,,5,4,3,4,5,4,3,4,7,,Ingegneria e tecnologia,Male,18-20,I am Italian,White,
IT,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Weekly,,,,,Peaceful,,,,,5,5,5,5,5,5,5,5,4,5,5,5,,,,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,Career & Finances,Mental health,Relationships,Family,Physical health,Spirituality,Physical health,Mental health,Career & Finances,Family,Relationships,Spirituality,Family,,Stressed,,,,Lonely,Disappointed,,,No,,,,,,,,,,,,,,,,,,,,,,2,2,1,4,5,5,4,5,8,,Ingegneria e tecnologia,Male,18-20,I've always lived in Milan,White,
IT,Study,Family,,,,,,2,,,,,Peaceful,,,,,Daily,Daily,Anxious,,,Lonely,,,,Stressed,,5,5,5,5,5,5,5,4,4,5,4,5,,,,,Disappointed,,Threatened,,,No,,,,,,,,,,,,,Mental health,Family,Relationships,Career & Finances,Physical health,Spirituality,Mental health,Relationships,Family,Physical health,Career & Finances,Spirituality,Family,,Stressed,,Proud,,,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,5,4,3,2,7,,Ingegneria e tecnologia,Female,20-24,I am Italian,White,
IT,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Daily,,,,Lonely,,,,,,5,2,3,2,3,3,4,1,3,2,2,3,,,Indifferent,,,,,,,No,,,,,,,,,,,,,Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Family,,,Free,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,3,4,3,4,6,,Ingegneria e tecnologia,Male,18-20,I am Italian,White,
IT,Study,Family,,,,,,4,Bored,,,,Peaceful,,,,,Daily,Daily,,,,,,,,Stressed,Bored,4,4,4,4,4,4,4,3,3,4,4,4,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Mental health,Physical health,Family,Career & Finances,Relationships,Spirituality,Mental health,Physical health,Family,Career & Finances,Relationships,Spirituality,Family,Bored,Stressed,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,3,1,1,2,4,4,3,4,5,,Ingegneria e tecnologia,Female,20-24,I am Italian,White,
IT,Study,Family,Friends,Pets,,,,,,,,,Peaceful,,,,,Daily,Daily,,,,,Peaceful,,Excited,,,4,4,4,4,4,4,4,4,4,4,4,4,,,,,Disappointed,,,,,,,,"Yes, in 2022",Stressed,,,,,,Frustrated,Anxious,,Career & Finances,Family,Mental health,Relationships,Physical health,Spirituality,Family,Relationships,Physical health,Career & Finances,Mental health,Spirituality,Family,,Stressed,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,2,2,2,4,,Ingegneria e tecnologia,Female,20-24,I am Italian,Other / I prefer not to answer,
IT,Study,Family,,Pets,,,,,Bored,Stressed,Free,,,,,,,Daily,Daily,,,,,Peaceful,,,,,5,4,4,5,4,4,2,1,3,5,3,2,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Physical health,Mental health,Career & Finances,Family,Relationships,Spirituality,Physical health,Mental health,Career & Finances,Family,Relationships,Spirituality,Family,,Stressed,,,,Lonely,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,5,5,2,4,5,5,5,5,10,,Ingegneria e tecnologia,Female,20-24,I am Italian,White,
IT,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Daily,,,,,,,Excited,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Career & Finances,Family,Mental health,Physical health,Relationships,Spirituality,Mental health,Family,Physical health,Relationships,Career & Finances,Spirituality,Family,,Stressed,,,,,,,,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,4,3,4,2,4,4,5,3,7,,Informatica e scienze dell'informazione,Male,18-20,I've always lived in Milan,White,
IT,Study,Family,,,,,,3,Bored,,,,,,,,,Daily,Daily,,,,,,Optimistic,,Stressed,,5,5,4,5,4,5,3,4,4,5,3,3,,Optimistic,Indifferent,,Disappointed,,,,,No,,,,,,,,,,,,,Mental health,Physical health,Relationships,Family,Career & Finances,Spirituality,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,Family,,Stressed,,,,,Disappointed,Frustrated,,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,5,5,5,5,9,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,Pets,,,,,,,,,Peaceful,,,,,Daily,Daily,,Disappointed,,,,,,,,5,5,5,3,5,5,5,5,5,3,5,5,,,,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,Family,Relationships,Career & Finances,Spirituality,Physical health,Mental health,Family,Physical health,Mental health,Spirituality,Relationships,Career & Finances,Family,,,,Proud,Optimistic,,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,3,5,5,4,5,5,4,5,9,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,5,,,,,Peaceful,,,,,Weekly,Daily,,,,,Peaceful,,,,,5,4,4,5,5,5,4,3,4,4,5,5,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Mental health,Career & Finances,Relationships,Physical health,Family,Spirituality,Mental health,Career & Finances,Relationships,Family,Physical health,Spirituality,Family,Bored,Stressed,,Proud,,,,,,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,4,4,3,2,4,4,2,3,8,,Informatica e scienze dell'informazione,Male,18-20,I am Italian,White,
IT,Study,Family,,,,,,2,Bored,,,,,Lonely,,Threatened,,Daily,Weekly,,,,Lonely,,Optimistic,,,,5,5,5,5,5,5,5,3,2,5,5,4,,,,,Disappointed,,Threatened,,,,,,"Yes, in 2022",,,,Lonely,Vulnerable,,Frustrated,,,Relationships,Family,Career & Finances,Physical health,Mental health,Spirituality,Family,Mental health,Relationships,Physical health,Career & Finances,Spirituality,Family,,,,,Optimistic,Lonely,,,Anxious,Yes because I changed my field of study,Change in personal interests,,,,Better Career Prospects,,,,,,,,,,,,,,,,,5,4,3,1,5,5,5,5,9,,Ingegneria e tecnologia,Female,20-24,I am Italian,White,
IT,Study,Family,,,,,,2,Bored,,,,,,Frustrated,,,Daily,Daily,,Disappointed,,,,,,,Bored,2,1,2,1,1,3,1,1,1,1,1,1,,,Indifferent,,,,,,,No,,,,,,,,,,,,,Family,Physical health,Relationships,Career & Finances,Mental health,Spirituality,Family,Career & Finances,Mental health,Physical health,Relationships,Spirituality,Family,Bored,,,,,,Disappointed,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,9,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Daily,,,,Lonely,,,,,,4,4,3,5,4,3,4,2,2,5,4,3,,,,,,Hostile,,,,No,,,,,,,,,,,,,Family,Physical health,Relationships,Career & Finances,Mental health,Spirituality,Relationships,Mental health,Physical health,Career & Finances,Family,Spirituality,Family,Bored,,,,,,Disappointed,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,10,,Ingegneria e tecnologia,Male,18-20,I am Italian,White,
IT,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Weekly,,,,,,,,,Bored,4,3,5,4,5,5,3,2,2,5,4,5,,,Indifferent,,Disappointed,,,,,No,,,,,,,,,,,,,Relationships,Career & Finances,Family,Physical health,Spirituality,Mental health,Relationships,Family,Career & Finances,Physical health,Mental health,Spirituality,Family,,,,,,,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,4,4,1,4,5,5,5,5,10,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,Pets,,,Alone,,,,,,,,,,,Daily,Daily,,Disappointed,,Lonely,,,,Stressed,,4,3,3,1,3,3,2,1,1,1,1,1,,,Indifferent,,,,,,,,"Yes, in 2020",,,,Optimistic,Peaceful,,,,,,,Relationships,Career & Finances,Mental health,Physical health,Family,Spirituality,Relationships,Physical health,Family,Career & Finances,Mental health,Spirituality,Family,,Stressed,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,5,4,4,3,5,5,5,5,9,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,2,,,,,,Lonely,Frustrated,,Anxious,Daily,Weekly,,Disappointed,,Lonely,,,,,Bored,5,5,5,5,5,5,5,1,1,3,1,5,,,,,Disappointed,,,,,,"Yes, in 2020",,,,,Peaceful,,,,,,,Relationships,Family,Physical health,Mental health,Career & Finances,Spirituality,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Scholarship,,Stressed,,,,Lonely,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,5,4,4,2,5,5,5,5,9,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,Pets,,,,,,,,,Peaceful,,,,,Daily,Daily,Anxious,,,,,,,Stressed,,5,5,5,5,5,5,5,1,2,5,5,5,,,,,Disappointed,,Threatened,,,,,"Yes, in 2021",,,,,,Vulnerable,,,,,Family,Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family,Mental health,Physical health,Relationships,Career & Finances,Spirituality,Scholarship,Bored,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,5,5,4,4,8,,Ingegneria e tecnologia,Female,20-24,I am Italian,White,
IT,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Daily,,,,,,,,Stressed,Bored,5,4,4,4,4,5,5,4,3,5,4,5,,,Indifferent,,Disappointed,,,,,,,,"Yes, in 2022",,,Peaceful,,,,,,,Relationships,Mental health,Family,Physical health,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,,Stressed,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,4,3,3,4,5,5,5,5,8,,Informatica e scienze dell'informazione,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Daily,,,,Lonely,,,,,Bored,1,1,1,1,1,1,1,1,1,1,1,1,,,,Vulnerable,,,,,,No,,,,,,,,,,,,,Family,Relationships,Mental health,Physical health,Spirituality,Career & Finances,Family,Relationships,Physical health,Mental health,Spirituality,Career & Finances,Family,,Stressed,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,6,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,2,,,,Optimistic,Peaceful,,,,Anxious,Daily,Weekly,,,Vulnerable,Lonely,,,,,,5,3,3,5,5,5,5,1,1,4,5,5,,,,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Mental health,Family,Relationships,Career & Finances,Physical health,Spirituality,Family,Bored,,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,3,5,5,4,4,5,5,3,8,,Ingegneria e tecnologia,Female,20-24,I am Italian,White,
IT,Study,Family,Friends,,,,Alone,,,,,,,,,,,Daily,Weekly,Anxious,,,Lonely,,,,,Bored,5,4,3,5,4,5,5,3,2,5,4,5,,,,,Disappointed,,Threatened,,,,,,"Yes, in 2022",,,,,,,Frustrated,,,Career & Finances,Relationships,Family,Physical health,Mental health,Spirituality,Career & Finances,Physical health,Relationships,Family,Mental health,Spirituality,Family,Bored,,,,,Lonely,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,5,3,4,2,5,5,5,5,7,,Ingegneria e tecnologia,Female,18-20,I've always lived in Milan,White,
IT,Study,Family,,Pets,,,Alone,,,,,,,,,,,Weekly,Monthly,,,,Lonely,,,Excited,,Bored,5,4,4,4,4,4,5,4,3,4,3,3,,,,Vulnerable,,,,,,No,,,,,,,,,,,,,Mental health,Physical health,Career & Finances,Family,Relationships,Spirituality,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,Family,,,,,,Lonely,Disappointed,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,5,5,3,4,5,5,4,5,4,,Ingegneria e tecnologia,Female,20-24,I am Italian,White,
IT,Study,Family,Friends,,,,,2,,,,,,,,,Anxious,Weekly,Daily,,,,,Peaceful,,,,,5,5,5,5,5,5,4,4,4,5,5,5,,,,,Disappointed,,Threatened,,,,,,"Yes, in 2022",Stressed,,,,,,,Anxious,,Family,Relationships,Mental health,Physical health,Career & Finances,Spirituality,Relationships,Family,Physical health,Mental health,Career & Finances,Spirituality,Family,,Stressed,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,4,3,2,5,5,5,4,8,,Ingegneria e tecnologia,Male,18-20,I've always lived in Milan,White,
IT,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Daily,,,Vulnerable,,,,,,,5,4,4,4,4,5,4,4,2,4,4,4,,,,,Disappointed,,,,,,,,"Yes, in 2022",,,,,,,Frustrated,,,Physical health,Family,Career & Finances,Relationships,Mental health,Spirituality,Physical health,Mental health,Family,Relationships,Spirituality,Career & Finances,Family,,,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,5,5,5,4,8,,Ingegneria e tecnologia,Female,20-24,I am Italian,White,
